3,,
NAME,STR,
978aaaaaaaa,39,73
826aaaaaaaa,32,89
625aaaaaaaa,67,145
864aaaaaaaa,46,112
526aaaaaaaa,15,28
530aaaaaaaa,2,196
683aaaaaaaa,45,87
781aaaaaaaa,70,109
291aaaaaaaa,9,110
757aaaaaaaa,65,22
737aaaaaaaa,8,82
242aaaaaaaa,15,200
32aaaaaaaa,75,157
703aaaaaaaa,30,80
443aaaaaaaa,50,87
45aaaaaaaa,19,51
197aaaaaaaa,5,43
763aaaaaaaa,21,32
458aaaaaaaa,18,163
864aaaaaaaa,57,46
933aaaaaaaa,59,93
30aaaaaaaa,58,165
145aaaaaaaa,21,48
458aaaaaaaa,10,67
800aaaaaaaa,67,187
446aaaaaaaa,69,71
628aaaaaaaa,33,15
195aaaaaaaa,60,114
511aaaaaaaa,8,114
191aaaaaaaa,27,156
646aaaaaaaa,4,42
460aaaaaaaa,25,3
881aaaaaaaa,16,29
296aaaaaaaa,64,44
447aaaaaaaa,41,5
905aaaaaaaa,43,1
533aaaaaaaa,20,51
740aaaaaaaa,4,111
615aaaaaaaa,5,75
463aaaaaaaa,48,164
419aaaaaaaa,12,59
670aaaaaaaa,29,3
150aaaaaaaa,24,161
442aaaaaaaa,16,152
307aaaaaaaa,41,89
218aaaaaaaa,9,54
409aaaaaaaa,29,99
999aaaaaaaa,13,75
890aaaaaaaa,67,152
369aaaaaaaa,36,198
929aaaaaaaa,14,165
92aaaaaaaa,40,65
525aaaaaaaa,27,59
359aaaaaaaa,26,83
715aaaaaaaa,37,152
11aaaaaaaa,44,196
790aaaaaaaa,5,120
219aaaaaaaa,46,196
484aaaaaaaa,15,52
87aaaaaaaa,29,122
189aaaaaaaa,63,147
156aaaaaaaa,16,119
967aaaaaaaa,36,152
292aaaaaaaa,7,88
776aaaaaaaa,1,98
671aaaaaaaa,52,176
58aaaaaaaa,45,111
29aaaaaaaa,22,124
727aaaaaaaa,8,27
178aaaaaaaa,39,59
616aaaaaaaa,10,74
422aaaaaaaa,71,9
133aaaaaaaa,53,154
530aaaaaaaa,65,28
364aaaaaaaa,21,172
536aaaaaaaa,63,68
553aaaaaaaa,32,151
874aaaaaaaa,9,56
368aaaaaaaa,68,85
89aaaaaaaa,63,89
96aaaaaaaa,17,192
338aaaaaaaa,18,199
622aaaaaaaa,42,147
731aaaaaaaa,17,167
801aaaaaaaa,40,187
20aaaaaaaa,28,171
106aaaaaaaa,1,123
576aaaaaaaa,12,54
237aaaaaaaa,49,83
485aaaaaaaa,4,145
499aaaaaaaa,8,189
722aaaaaaaa,51,187
991aaaaaaaa,31,108
963aaaaaaaa,29,54
682aaaaaaaa,39,73
988aaaaaaaa,55,122
607aaaaaaaa,3,177
418aaaaaaaa,19,45
987aaaaaaaa,21,33
943aaaaaaaa,50,104
14aaaaaaaa,5,56
216aaaaaaaa,73,76
954aaaaaaaa,3,170
855aaaaaaaa,16,86
86aaaaaaaa,53,150
873aaaaaaaa,3,73
415aaaaaaaa,12,67
123aaaaaaaa,61,160
225aaaaaaaa,75,156
667aaaaaaaa,22,160
723aaaaaaaa,34,196
881aaaaaaaa,30,37
168aaaaaaaa,60,75
558aaaaaaaa,29,58
187aaaaaaaa,65,128
642aaaaaaaa,14,47
56aaaaaaaa,48,34
430aaaaaaaa,53,160
963aaaaaaaa,37,5
976aaaaaaaa,46,38
903aaaaaaaa,44,116
285aaaaaaaa,3,121
916aaaaaaaa,22,170
292aaaaaaaa,75,139
4aaaaaaaa,31,157
450aaaaaaaa,60,130
521aaaaaaaa,52,120
333aaaaaaaa,52,87
809aaaaaaaa,57,171
830aaaaaaaa,58,64
728aaaaaaaa,70,189
822aaaaaaaa,52,139
727aaaaaaaa,48,177
869aaaaaaaa,73,97
168aaaaaaaa,35,131
373aaaaaaaa,9,113
438aaaaaaaa,56,39
73aaaaaaaa,68,126
554aaaaaaaa,27,51
998aaaaaaaa,46,112
676aaaaaaaa,55,34
998aaaaaaaa,4,104
910aaaaaaaa,72,114
606aaaaaaaa,75,64
358aaaaaaaa,6,192
40aaaaaaaa,69,173
589aaaaaaaa,50,20
866aaaaaaaa,34,103
237aaaaaaaa,66,57
359aaaaaaaa,8,130
896aaaaaaaa,17,159
711aaaaaaaa,43,105
37aaaaaaaa,21,125
346aaaaaaaa,25,4
886aaaaaaaa,6,20
486aaaaaaaa,20,68
752aaaaaaaa,33,38
747aaaaaaaa,68,81
760aaaaaaaa,43,155
956aaaaaaaa,38,124
469aaaaaaaa,42,56
133aaaaaaaa,44,4
868aaaaaaaa,54,164
20aaaaaaaa,43,192
704aaaaaaaa,51,80
104aaaaaaaa,48,83
353aaaaaaaa,40,183
519aaaaaaaa,62,3
466aaaaaaaa,46,197
191aaaaaaaa,54,85
374aaaaaaaa,33,107
27aaaaaaaa,69,44
946aaaaaaaa,71,139
430aaaaaaaa,33,133
271aaaaaaaa,39,116
503aaaaaaaa,59,79
952aaaaaaaa,42,37
786aaaaaaaa,25,29
900aaaaaaaa,40,34
867aaaaaaaa,50,19
551aaaaaaaa,36,90
483aaaaaaaa,49,38
263aaaaaaaa,48,178
723aaaaaaaa,70,10
915aaaaaaaa,56,4
346aaaaaaaa,31,36
395aaaaaaaa,36,99
512aaaaaaaa,72,90
592aaaaaaaa,53,80
193aaaaaaaa,72,155
415aaaaaaaa,24,114
344aaaaaaaa,65,113
487aaaaaaaa,56,6
745aaaaaaaa,7,67
443aaaaaaaa,2,164
351aaaaaaaa,22,89
726aaaaaaaa,59,168
557aaaaaaaa,28,158
971aaaaaaaa,24,159
477aaaaaaaa,26,91
590aaaaaaaa,4,191
347aaaaaaaa,51,23
652aaaaaaaa,20,111
647aaaaaaaa,6,90
658aaaaaaaa,13,144
905aaaaaaaa,51,194
433aaaaaaaa,29,104
830aaaaaaaa,32,99
401aaaaaaaa,18,58
925aaaaaaaa,32,103
849aaaaaaaa,52,34
444aaaaaaaa,23,150
847aaaaaaaa,32,59
692aaaaaaaa,32,176
548aaaaaaaa,47,82
223aaaaaaaa,23,49
473aaaaaaaa,6,120
805aaaaaaaa,29,21
239aaaaaaaa,47,124
696aaaaaaaa,17,114
510aaaaaaaa,39,133
997aaaaaaaa,29,34
190aaaaaaaa,60,17
230aaaaaaaa,65,110
667aaaaaaaa,35,75
990aaaaaaaa,54,136
17aaaaaaaa,22,33
858aaaaaaaa,50,96
210aaaaaaaa,67,77
563aaaaaaaa,35,131
913aaaaaaaa,18,127
942aaaaaaaa,3,26
804aaaaaaaa,47,31
979aaaaaaaa,39,136
822aaaaaaaa,15,189
86aaaaaaaa,43,72
151aaaaaaaa,75,189
734aaaaaaaa,23,162
223aaaaaaaa,34,116
312aaaaaaaa,24,24
174aaaaaaaa,20,183
724aaaaaaaa,15,34
5aaaaaaaa,42,104
795aaaaaaaa,6,199
404aaaaaaaa,65,72
699aaaaaaaa,69,63
338aaaaaaaa,47,16
836aaaaaaaa,48,150
238aaaaaaaa,32,90
546aaaaaaaa,67,58
872aaaaaaaa,51,4
843aaaaaaaa,14,102
360aaaaaaaa,8,149
531aaaaaaaa,20,80
897aaaaaaaa,11,43
324aaaaaaaa,62,125
449aaaaaaaa,7,117
908aaaaaaaa,5,137
953aaaaaaaa,75,162
59aaaaaaaa,70,78
854aaaaaaaa,33,179
134aaaaaaaa,29,120
245aaaaaaaa,56,1
781aaaaaaaa,16,67
13aaaaaaaa,71,35
501aaaaaaaa,14,128
366aaaaaaaa,16,155
710aaaaaaaa,2,59
587aaaaaaaa,12,182
949aaaaaaaa,12,175
414aaaaaaaa,66,62
703aaaaaaaa,43,119
220aaaaaaaa,12,173
946aaaaaaaa,2,9
29aaaaaaaa,69,200
326aaaaaaaa,7,169
456aaaaaaaa,13,146
263aaaaaaaa,60,8
945aaaaaaaa,12,30
208aaaaaaaa,29,198
108aaaaaaaa,1,123
912aaaaaaaa,36,55
371aaaaaaaa,51,188
871aaaaaaaa,39,115
876aaaaaaaa,18,147
859aaaaaaaa,15,124
284aaaaaaaa,68,136
792aaaaaaaa,2,66
142aaaaaaaa,45,71
49aaaaaaaa,26,8
676aaaaaaaa,70,84
509aaaaaaaa,4,119
672aaaaaaaa,28,1
614aaaaaaaa,22,75
455aaaaaaaa,50,36
623aaaaaaaa,23,28
259aaaaaaaa,66,38
429aaaaaaaa,15,24
762aaaaaaaa,2,148
690aaaaaaaa,18,184
227aaaaaaaa,46,122
423aaaaaaaa,71,45
118aaaaaaaa,61,139
484aaaaaaaa,70,138
907aaaaaaaa,8,84
757aaaaaaaa,55,43
764aaaaaaaa,26,37
990aaaaaaaa,11,45
181aaaaaaaa,65,135
738aaaaaaaa,44,52
674aaaaaaaa,60,18
449aaaaaaaa,60,168
67aaaaaaaa,49,177
278aaaaaaaa,73,114
614aaaaaaaa,73,191
970aaaaaaaa,26,73
539aaaaaaaa,22,53
355aaaaaaaa,13,2
878aaaaaaaa,71,49
902aaaaaaaa,75,196
498aaaaaaaa,42,128
374aaaaaaaa,14,131
113aaaaaaaa,54,13
805aaaaaaaa,55,65
552aaaaaaaa,21,17
828aaaaaaaa,23,62
88aaaaaaaa,72,126
903aaaaaaaa,27,71
195aaaaaaaa,46,158
736aaaaaaaa,27,23
106aaaaaaaa,45,130
401aaaaaaaa,21,90
858aaaaaaaa,19,80
969aaaaaaaa,32,120
651aaaaaaaa,9,67
699aaaaaaaa,73,150
202aaaaaaaa,35,95
412aaaaaaaa,19,123
864aaaaaaaa,53,193
975aaaaaaaa,28,45
583aaaaaaaa,18,30
361aaaaaaaa,71,138
735aaaaaaaa,5,54
358aaaaaaaa,37,124
360aaaaaaaa,61,175
377aaaaaaaa,29,21
594aaaaaaaa,52,106
688aaaaaaaa,40,114
821aaaaaaaa,72,156
775aaaaaaaa,68,91
602aaaaaaaa,1,54
866aaaaaaaa,28,128
431aaaaaaaa,4,106
123aaaaaaaa,44,41
180aaaaaaaa,14,81
976aaaaaaaa,67,198
944aaaaaaaa,67,5
198aaaaaaaa,16,10
125aaaaaaaa,70,101
596aaaaaaaa,21,195
828aaaaaaaa,32,106
751aaaaaaaa,55,93
738aaaaaaaa,35,172
334aaaaaaaa,3,75
186aaaaaaaa,44,65
985aaaaaaaa,30,31
334aaaaaaaa,37,86
965aaaaaaaa,6,23
953aaaaaaaa,4,90
99aaaaaaaa,29,187
319aaaaaaaa,17,108
272aaaaaaaa,10,115
594aaaaaaaa,16,4
707aaaaaaaa,25,116
567aaaaaaaa,51,101
9aaaaaaaa,68,12
919aaaaaaaa,13,82
353aaaaaaaa,11,171
289aaaaaaaa,65,173
698aaaaaaaa,50,81
985aaaaaaaa,3,52
696aaaaaaaa,45,100
149aaaaaaaa,74,30
812aaaaaaaa,28,26
56aaaaaaaa,70,121
625aaaaaaaa,19,55
52aaaaaaaa,51,14
989aaaaaaaa,39,62
874aaaaaaaa,61,1
504aaaaaaaa,71,175
710aaaaaaaa,71,86
426aaaaaaaa,67,103
522aaaaaaaa,56,137
127aaaaaaaa,24,62
986aaaaaaaa,41,138
889aaaaaaaa,50,52
664aaaaaaaa,28,147
734aaaaaaaa,11,123
791aaaaaaaa,73,88
453aaaaaaaa,51,140
502aaaaaaaa,22,8
597aaaaaaaa,55,100
196aaaaaaaa,69,99
341aaaaaaaa,28,112
410aaaaaaaa,8,99
349aaaaaaaa,55,127
703aaaaaaaa,34,179
756aaaaaaaa,43,78
710aaaaaaaa,33,154
341aaaaaaaa,57,94
500aaaaaaaa,42,124
516aaaaaaaa,61,25
495aaaaaaaa,54,186
717aaaaaaaa,65,131
482aaaaaaaa,3,127
989aaaaaaaa,56,10
418aaaaaaaa,53,130
801aaaaaaaa,3,107
163aaaaaaaa,75,48
422aaaaaaaa,69,156
869aaaaaaaa,37,30
253aaaaaaaa,68,66
673aaaaaaaa,67,31
995aaaaaaaa,24,28
331aaaaaaaa,54,186
931aaaaaaaa,67,147
294aaaaaaaa,44,37
352aaaaaaaa,64,100
779aaaaaaaa,12,126
959aaaaaaaa,75,173
215aaaaaaaa,69,174
881aaaaaaaa,2,32
952aaaaaaaa,56,146
241aaaaaaaa,30,148
874aaaaaaaa,26,198
521aaaaaaaa,73,56
586aaaaaaaa,55,117
975aaaaaaaa,28,20
41aaaaaaaa,68,87
176aaaaaaaa,59,161
317aaaaaaaa,5,92
688aaaaaaaa,18,72
111aaaaaaaa,49,16
100aaaaaaaa,49,190
118aaaaaaaa,42,42
540aaaaaaaa,28,6
736aaaaaaaa,33,60
813aaaaaaaa,16,91
296aaaaaaaa,35,131
79aaaaaaaa,52,75
225aaaaaaaa,50,146
827aaaaaaaa,57,146
599aaaaaaaa,74,130
248aaaaaaaa,48,99
441aaaaaaaa,38,168
658aaaaaaaa,61,14
686aaaaaaaa,14,88
633aaaaaaaa,70,16
633aaaaaaaa,13,32
289aaaaaaaa,53,90
451aaaaaaaa,61,122
131aaaaaaaa,49,25
289aaaaaaaa,39,170
586aaaaaaaa,44,195
704aaaaaaaa,74,38
426aaaaaaaa,22,46
19aaaaaaaa,20,61
720aaaaaaaa,3,19
159aaaaaaaa,65,17
798aaaaaaaa,3,46
265aaaaaaaa,1,1
638aaaaaaaa,11,39
683aaaaaaaa,33,74
285aaaaaaaa,16,154
567aaaaaaaa,72,71
349aaaaaaaa,20,169
165aaaaaaaa,67,19
143aaaaaaaa,50,26
640aaaaaaaa,10,14
843aaaaaaaa,5,87
459aaaaaaaa,34,41
791aaaaaaaa,5,116
881aaaaaaaa,13,153
720aaaaaaaa,13,4
272aaaaaaaa,21,188
261aaaaaaaa,68,173
312aaaaaaaa,34,33
846aaaaaaaa,12,122
806aaaaaaaa,32,14
319aaaaaaaa,40,200
168aaaaaaaa,28,186
846aaaaaaaa,26,156
938aaaaaaaa,59,8
45aaaaaaaa,49,4
996aaaaaaaa,65,87
8aaaaaaaa,26,179
95aaaaaaaa,22,85
396aaaaaaaa,75,131
369aaaaaaaa,66,16
139aaaaaaaa,67,35
723aaaaaaaa,18,101
260aaaaaaaa,66,112
518aaaaaaaa,41,63
800aaaaaaaa,29,5
686aaaaaaaa,27,191
384aaaaaaaa,46,20
427aaaaaaaa,32,21
816aaaaaaaa,36,69
656aaaaaaaa,30,12
531aaaaaaaa,15,136
969aaaaaaaa,40,197
422aaaaaaaa,57,28
852aaaaaaaa,27,60
12aaaaaaaa,1,56
228aaaaaaaa,69,181
534aaaaaaaa,66,47
715aaaaaaaa,17,38
505aaaaaaaa,16,156
149aaaaaaaa,38,110
970aaaaaaaa,44,181
502aaaaaaaa,42,110
607aaaaaaaa,37,84
804aaaaaaaa,14,96
427aaaaaaaa,44,97
156aaaaaaaa,43,175
828aaaaaaaa,58,136
11aaaaaaaa,10,45
404aaaaaaaa,44,59
916aaaaaaaa,31,135
7aaaaaaaa,38,75
333aaaaaaaa,74,48
669aaaaaaaa,71,148
765aaaaaaaa,69,80
561aaaaaaaa,6,155
729aaaaaaaa,57,185
610aaaaaaaa,32,110
962aaaaaaaa,29,126
420aaaaaaaa,23,70
83aaaaaaaa,7,64
3aaaaaaaa,44,83
946aaaaaaaa,25,148
8aaaaaaaa,36,177
323aaaaaaaa,31,49
467aaaaaaaa,70,70
344aaaaaaaa,52,28
436aaaaaaaa,15,171
114aaaaaaaa,41,58
831aaaaaaaa,23,187
207aaaaaaaa,40,173
46aaaaaaaa,28,112
800aaaaaaaa,57,12
257aaaaaaaa,31,8
742aaaaaaaa,27,42
480aaaaaaaa,42,196
749aaaaaaaa,34,148
221aaaaaaaa,35,82
940aaaaaaaa,36,19
173aaaaaaaa,12,171
952aaaaaaaa,29,95
803aaaaaaaa,70,134
766aaaaaaaa,15,26
777aaaaaaaa,41,197
461aaaaaaaa,51,140
482aaaaaaaa,31,200
731aaaaaaaa,11,85
328aaaaaaaa,52,45
224aaaaaaaa,22,104
338aaaaaaaa,17,121
638aaaaaaaa,24,94
202aaaaaaaa,61,70
831aaaaaaaa,6,110
405aaaaaaaa,45,34
532aaaaaaaa,14,14
879aaaaaaaa,57,185
592aaaaaaaa,44,69
348aaaaaaaa,56,43
182aaaaaaaa,51,124
962aaaaaaaa,65,85
542aaaaaaaa,56,47
869aaaaaaaa,58,104
182aaaaaaaa,55,117
755aaaaaaaa,74,48
859aaaaaaaa,38,142
573aaaaaaaa,28,178
273aaaaaaaa,69,30
78aaaaaaaa,36,34
750aaaaaaaa,43,180
483aaaaaaaa,54,64
301aaaaaaaa,74,83
160aaaaaaaa,38,44
514aaaaaaaa,74,72
319aaaaaaaa,69,61
368aaaaaaaa,66,147
319aaaaaaaa,54,101
400aaaaaaaa,49,56
28aaaaaaaa,18,102
725aaaaaaaa,5,119
194aaaaaaaa,45,116
432aaaaaaaa,38,72
437aaaaaaaa,56,173
933aaaaaaaa,67,67
927aaaaaaaa,62,97
877aaaaaaaa,45,21
351aaaaaaaa,31,142
418aaaaaaaa,35,19
608aaaaaaaa,19,133
583aaaaaaaa,69,51
639aaaaaaaa,31,155
860aaaaaaaa,73,108
130aaaaaaaa,75,17
681aaaaaaaa,48,86
605aaaaaaaa,33,31
839aaaaaaaa,49,33
514aaaaaaaa,32,178
341aaaaaaaa,41,93
409aaaaaaaa,59,16
609aaaaaaaa,26,115
319aaaaaaaa,11,128
245aaaaaaaa,57,131
78aaaaaaaa,2,32
347aaaaaaaa,46,164
147aaaaaaaa,44,23
959aaaaaaaa,52,113
367aaaaaaaa,10,90
23aaaaaaaa,19,134
973aaaaaaaa,4,95
76aaaaaaaa,45,123
967aaaaaaaa,52,126
381aaaaaaaa,30,31
451aaaaaaaa,29,33
909aaaaaaaa,73,200
945aaaaaaaa,60,38
27aaaaaaaa,39,74
223aaaaaaaa,34,120
997aaaaaaaa,52,154
292aaaaaaaa,24,123
678aaaaaaaa,35,124
797aaaaaaaa,29,192
685aaaaaaaa,38,87
196aaaaaaaa,55,45
759aaaaaaaa,70,197
832aaaaaaaa,61,42
540aaaaaaaa,39,129
446aaaaaaaa,20,3
446aaaaaaaa,66,45
45aaaaaaaa,9,86
563aaaaaaaa,2,152
522aaaaaaaa,35,21
118aaaaaaaa,6,84
245aaaaaaaa,14,160
491aaaaaaaa,12,25
943aaaaaaaa,56,125
247aaaaaaaa,50,152
482aaaaaaaa,25,35
62aaaaaaaa,12,79
550aaaaaaaa,8,79
939aaaaaaaa,24,140
982aaaaaaaa,61,191
310aaaaaaaa,45,90
447aaaaaaaa,37,105
492aaaaaaaa,55,130
744aaaaaaaa,8,110
426aaaaaaaa,58,38
110aaaaaaaa,47,70
141aaaaaaaa,7,99
676aaaaaaaa,2,189
805aaaaaaaa,58,43
135aaaaaaaa,41,132
737aaaaaaaa,38,4
268aaaaaaaa,36,91
787aaaaaaaa,48,191
198aaaaaaaa,1,151
351aaaaaaaa,33,152
676aaaaaaaa,3,137
738aaaaaaaa,65,188
893aaaaaaaa,12,64
342aaaaaaaa,62,80
44aaaaaaaa,9,11
294aaaaaaaa,4,105
285aaaaaaaa,14,195
650aaaaaaaa,37,101
21aaaaaaaa,57,147
688aaaaaaaa,9,122
191aaaaaaaa,40,93
772aaaaaaaa,64,198
925aaaaaaaa,44,89
31aaaaaaaa,21,128
603aaaaaaaa,24,145
21aaaaaaaa,66,129
406aaaaaaaa,17,52
777aaaaaaaa,16,182
763aaaaaaaa,55,198
846aaaaaaaa,73,46
248aaaaaaaa,6,149
886aaaaaaaa,68,145
62aaaaaaaa,9,94
826aaaaaaaa,15,79
618aaaaaaaa,6,135
820aaaaaaaa,53,160
23aaaaaaaa,25,60
722aaaaaaaa,43,6
157aaaaaaaa,66,167
884aaaaaaaa,2,45
802aaaaaaaa,1,129
391aaaaaaaa,66,133
126aaaaaaaa,68,96
63aaaaaaaa,57,25
992aaaaaaaa,22,119
364aaaaaaaa,15,24
778aaaaaaaa,46,106
378aaaaaaaa,39,67
826aaaaaaaa,67,120
334aaaaaaaa,21,95
398aaaaaaaa,12,45
992aaaaaaaa,20,182
292aaaaaaaa,2,105
653aaaaaaaa,47,13
641aaaaaaaa,51,146
270aaaaaaaa,67,91
810aaaaaaaa,55,11
843aaaaaaaa,59,47
688aaaaaaaa,5,180
357aaaaaaaa,19,64
599aaaaaaaa,26,106
726aaaaaaaa,17,10
682aaaaaaaa,1,67
916aaaaaaaa,67,121
968aaaaaaaa,33,160
620aaaaaaaa,10,146
202aaaaaaaa,9,120
414aaaaaaaa,66,129
16aaaaaaaa,28,152
907aaaaaaaa,19,66
903aaaaaaaa,53,184
453aaaaaaaa,75,141
627aaaaaaaa,74,75
339aaaaaaaa,54,152
872aaaaaaaa,60,17
846aaaaaaaa,18,70
337aaaaaaaa,61,68
235aaaaaaaa,46,106
646aaaaaaaa,38,69
905aaaaaaaa,50,125
658aaaaaaaa,62,116
189aaaaaaaa,36,39
890aaaaaaaa,34,165
829aaaaaaaa,5,68
698aaaaaaaa,31,134
637aaaaaaaa,45,24
434aaaaaaaa,64,143
966aaaaaaaa,56,113
40aaaaaaaa,46,138
136aaaaaaaa,21,148
926aaaaaaaa,10,107
218aaaaaaaa,50,10
721aaaaaaaa,39,190
648aaaaaaaa,52,58
385aaaaaaaa,19,113
14aaaaaaaa,56,151
675aaaaaaaa,7,137
50aaaaaaaa,68,129
411aaaaaaaa,23,41
781aaaaaaaa,61,8
992aaaaaaaa,51,5
36aaaaaaaa,2,40
811aaaaaaaa,2,72
582aaaaaaaa,35,82
892aaaaaaaa,3,42
889aaaaaaaa,45,189
594aaaaaaaa,66,117
285aaaaaaaa,32,158
764aaaaaaaa,58,120
225aaaaaaaa,16,163
128aaaaaaaa,71,74
759aaaaaaaa,32,65
150aaaaaaaa,63,7
614aaaaaaaa,6,174
892aaaaaaaa,39,200
594aaaaaaaa,11,67
385aaaaaaaa,41,198
490aaaaaaaa,51,133
54aaaaaaaa,6,167
162aaaaaaaa,67,173
753aaaaaaaa,55,41
71aaaaaaaa,43,191
403aaaaaaaa,34,38
807aaaaaaaa,72,78
922aaaaaaaa,30,14
129aaaaaaaa,48,16
298aaaaaaaa,23,50
873aaaaaaaa,11,133
206aaaaaaaa,43,34
925aaaaaaaa,33,128
166aaaaaaaa,7,172
884aaaaaaaa,12,5
643aaaaaaaa,23,144
244aaaaaaaa,58,126
584aaaaaaaa,21,93
559aaaaaaaa,45,6
760aaaaaaaa,30,36
748aaaaaaaa,55,22
551aaaaaaaa,13,57
156aaaaaaaa,29,159
909aaaaaaaa,67,116
851aaaaaaaa,47,33
720aaaaaaaa,49,83
306aaaaaaaa,15,124
251aaaaaaaa,65,101
626aaaaaaaa,46,125
191aaaaaaaa,45,136
66aaaaaaaa,10,189
448aaaaaaaa,75,4
241aaaaaaaa,18,184
675aaaaaaaa,66,194
508aaaaaaaa,10,86
117aaaaaaaa,66,164
679aaaaaaaa,60,108
112aaaaaaaa,6,181
103aaaaaaaa,63,76
852aaaaaaaa,24,37
47aaaaaaaa,45,8
362aaaaaaaa,75,71
16aaaaaaaa,10,164
614aaaaaaaa,15,113
737aaaaaaaa,46,47
924aaaaaaaa,7,188
830aaaaaaaa,26,43
875aaaaaaaa,56,43
763aaaaaaaa,69,81
764aaaaaaaa,28,147
275aaaaaaaa,16,156
387aaaaaaaa,65,111
935aaaaaaaa,49,144
782aaaaaaaa,67,160
403aaaaaaaa,36,83
850aaaaaaaa,3,194
249aaaaaaaa,53,151
593aaaaaaaa,10,131
336aaaaaaaa,64,146
864aaaaaaaa,47,185
679aaaaaaaa,30,19
4aaaaaaaa,39,4
742aaaaaaaa,67,27
511aaaaaaaa,28,38
301aaaaaaaa,18,166
670aaaaaaaa,65,113
654aaaaaaaa,30,200
730aaaaaaaa,25,170
953aaaaaaaa,59,26
201aaaaaaaa,11,118
473aaaaaaaa,36,184
576aaaaaaaa,10,81
131aaaaaaaa,27,70
674aaaaaaaa,33,193
424aaaaaaaa,16,70
427aaaaaaaa,28,12
781aaaaaaaa,33,140
896aaaaaaaa,52,133
577aaaaaaaa,42,32
697aaaaaaaa,25,157
823aaaaaaaa,25,85
277aaaaaaaa,39,60
964aaaaaaaa,40,39
837aaaaaaaa,26,165
445aaaaaaaa,42,72
993aaaaaaaa,63,102
323aaaaaaaa,37,20
578aaaaaaaa,45,31
587aaaaaaaa,2,187
188aaaaaaaa,56,51
153aaaaaaaa,70,125
354aaaaaaaa,74,164
331aaaaaaaa,61,197
794aaaaaaaa,36,78
40aaaaaaaa,56,77
768aaaaaaaa,4,105
870aaaaaaaa,17,167
124aaaaaaaa,71,78
491aaaaaaaa,12,164
306aaaaaaaa,71,128
826aaaaaaaa,63,157
503aaaaaaaa,21,22
733aaaaaaaa,24,165
655aaaaaaaa,10,160
206aaaaaaaa,22,172
683aaaaaaaa,1,66
491aaaaaaaa,18,166
287aaaaaaaa,48,14
631aaaaaaaa,6,193
824aaaaaaaa,56,56
238aaaaaaaa,23,47
453aaaaaaaa,7,161
213aaaaaaaa,72,146
184aaaaaaaa,9,101
176aaaaaaaa,25,63
455aaaaaaaa,32,152
297aaaaaaaa,61,160
33aaaaaaaa,10,151
747aaaaaaaa,15,98
